Ch_1,Ch_2,Ch_3,Ch_4,Sample
21.06,15.166,20.553,10.879,14010
15.836,-0.78748,19.03,16.6,14011
14.532,10.321,20.784,18.944,14012
3.0064,-3.8083,12.197,6.3219,14013
7.6929,7.9798,13.95,5.5377,14014
-4.4169,-2.0651,-5.0373,-11.661,14015
7.7499,14.601,3.2323,-8.5173,14016
9.985,11.916,1.1748,-11.819,14017
25.681,29.55,7.6407,-1.3476,14018
16.781,12.771,-4.089,-4.4351,14019
19.362,16.817,-1.7809,2.1757,14020
15.049,8.6095,-18.714,-11.845,14021
14.79,16.395,-17.547,-8.9627,14022
7.1894,9.3364,-20.894,-11.597,14023
7.3012,6.6978,-7.6131,-2.6923,14024
7.2145,11.456,4.9238,2.0674,14025
0.61642,1.6487,8.3766,1.5964,14026
8.8618,13.655,19.554,10.406,14027
9.266,9.3226,12.927,4.7429,14028
16.313,17.763,14.697,-0.57312,14029
12.476,9.8916,10.753,-6.3159,14030
34.939,32.355,30.605,11.581,14031
33.487,18.123,28.688,8.0816,14032
38.819,32.975,29.744,13.381,14033
22.718,17.542,16.057,11.893,14034
16.135,14.038,18.687,19.95,14035
4.783,-5.018,8.6098,14.971,14036
15.016,2.8738,21.155,33.55,14037
0.62242,-18.205,16.814,30.373,14038
-11.748,-27.145,21.675,38.393,14039
10.331,17.373,24.191,37.507,14040
18.675,15.023,29.11,36.581,14041
-1.7402,-3.5778,17.957,27.261,14042
-16.804,-7.2155,-4.4654,3.7657,14043
-7.2528,-3.9352,-5.7349,2.8154,14044
-6.0693,-4.7506,-4.1265,7.1328,14045
-1.259,9.0794,7.5316,20.342,14046
-8.1078,-8.5731,2.2388,13.716,14047
5.705,1.7429,14.811,20.193,14048
-0.60781,-12.694,10.51,17.465,14049
13.151,6.5136,26.441,35.254,14050
-6.0539,-9.431,11.708,23.029,14051
-8.759,-6.5288,11.264,18.035,14052
-22.085,-21.876,-11.345,-4.5587,14053
-23.948,-13.643,-14.753,-9.4418,14054
-33.44,-16.171,-22.587,-17.301,14055
-28.558,-17.423,-18.307,-11.17,14056
-16.948,-2.6883,-16.303,-8.7325,14057
-21.372,-8.8523,-21.627,-20.774,14058
-14.663,-0.98648,-16.819,-24.14,14059
-24.098,-9.1794,-25.973,-29.707,14060
-13.925,1.622,-20.762,-24.291,14061
-21.642,-10.799,-28.21,-28.631,14062
-11.372,0.87518,-13.394,-14.442,14063
-17.887,-10.244,-20.901,-24.066,14064
-15.655,0.59835,-18.197,-17.241,14065
-25.278,-18.132,-26.616,-23.813,14066
-8.7064,2.1412,-13.581,-11.892,14067
-15.272,-4.4379,-21.919,-20.637,14068
-13.975,-0.83919,-10.033,-14.246,14069
-22.047,-8.5972,-16.718,-23.893,14070
-21.418,-10.612,-19.641,-30.936,14071
-23.021,-9.8757,-26.766,-34.046,14072
-27.896,-17.375,-31.25,-32.457,14073
-15.038,-6.6691,-18.015,-19.876,14074
-13.141,-11.073,-9.8574,-14.563,14075
-8.0902,-0.035216,-7.0198,-12.407,14076
-16.325,-8.348,-15.91,-16.577,14077
-8.5005,0.58167,-9.1341,-10.432,14078
-17.528,-14.109,-19.415,-20.985,14079
-8.4107,4.5172,-5.2997,-7.1549,14080
-21.589,-5.5259,-19.217,-21.744,14081
-18.507,-0.92873,-13.907,-16.46,14082
-24.067,-8.536,-18.716,-22.939,14083
-9.549,2.7688,-10.348,-14.522,14084
-13.431,-10.359,-20.272,-18.265,14085
-10.429,2.606,-11.604,-9.5514,14086
-6.1644,1.8998,-5.7226,-4.1049,14087
-1.0629,-6.9638,3.1229,8.8405,14088
8.0428,2.5546,12.557,24.346,14089
12.363,2.5855,17.217,32.486,14090
18.95,12.742,19.856,35.338,14091
8.533,1.1467,6.8606,20.588,14092
17.729,8.6508,13.013,24.841,14093
0.058364,-8.2778,-5.894,7.0787,14094
-10.888,-7.0796,-16.303,-7.591,14095
-20.601,-15.869,-23.994,-19.215,14096
-18.341,-2.45,-19.873,-19.885,14097
-33.266,-15.128,-34.422,-38.678,14098
-25.915,-4.548,-26.916,-34.181,14099
-27.136,-15.475,-31.351,-42.026,14100
-7.9019,-2.8128,-11.548,-20.85,14101
-3.9098,-5.7664,-12.078,-15.818,14102
1.9045,2.5361,-5.1721,-5.728,14103
5.1025,6.6151,-1.1396,3.8378,14104
6.0789,4.9119,1.4118,8.1706,14105
11.878,11.236,12.381,10.914,14106
2.5005,-1.2728,3.0553,0.1006,14107
1.6297,3.6357,-0.35621,-2.7881,14108
-8.6553,-8.036,-4.0558,-11.205,14109
3.0104,9.8206,10.474,1.3082,14110
2.4368,4.0273,9.7389,5.3092,14111
13.686,20.117,15.939,13.734,14112
5.7156,5.8342,7.8739,3.6449,14113
19.189,15.958,19.033,14.287,14114
13.33,6.5563,11.509,14.992,14115
21.336,16.15,27.8,32.856,14116
15.106,2.2166,25.037,23.013,14117
28.487,16.779,33.143,31.969,14118
39.768,23.76,41.03,43.965,14119
40.136,18.961,50.377,50.798,14120
42.65,18.248,58.759,55.67,14121
37.524,14.394,59.682,55.418,14122
37.822,21.125,60.546,54.833,14123
28.417,6.2184,49.46,46.791,14124
29.673,15.014,52.724,49.128,14125
14.414,-0.065642,46.074,34.776,14126
22.505,16.42,50.938,36.014,14127
13.374,1.0573,34.106,26.786,14128
18.931,8.6175,29.412,27.797,14129
9.5762,-3.776,13.505,13.397,14130
19.366,9.8465,28.266,21.417,14131
8.6642,-5.9089,18.136,10.167,14132
3.849,-3.7765,16.3,10.012,14133
-7.2585,-10.562,13.389,6.7345,14134
-5.7147,-7.7413,10.969,5.84,14135
-10.024,-13.963,3.1915,-0.92325,14136
-14.634,-20.189,3.835,1.0286,14137
-12.962,-8.7181,-1.0971,-0.085296,14138
-26.083,-21.581,-9.1128,-4.3839,14139
-20.868,-14.671,-9.0115,-6.7296,14140
-29.837,-25.228,-31.797,-27.308,14141
-21.368,-8.5571,-23.003,-13.923,14142
-22.147,-21.104,-16.803,-9.7927,14143
-8.9829,-8.9312,1.4062,2.9838,14144
-12.883,-19.162,2.3068,8.297,14145
-2.3892,-6.3133,5.4825,13.51,14146
-15.87,-21.312,-10.06,0.85939,14147
-11.459,-10.125,-1.6193,9.3435,14148
-14.718,-18.551,-9.7599,-5.8234,14149
-15.069,-17.407,-8.6726,-9.4037,14150
-19.477,-14.729,-12.777,-14.557,14151
-20.369,-14.899,-14.652,-18.262,14152
-20.115,-11.133,-22.097,-22.974,14153
-15.447,-14.851,-13.308,-13.233,14154
-6.7309,2.3163,-3.7744,-5.8858,14155
-8.2057,-1.4611,-3.7708,-5.1587,14156
5.1053,9.2711,5.0211,9.9789,14157
-1.965,-0.16618,-12.59,-4.3887,14158
3.9769,5.8079,-4.3111,0.95821,14159
-15.742,-13.093,-20.07,-14.62,14160
-14.035,3.3262,-24.469,-19.543,14161
-21.442,-11.108,-30.826,-29.066,14162
-14.855,-1.7329,-20.108,-25.027,14163
-16.952,-7.8535,-22.453,-25.396,14164
-1.1946,1.2145,-1.3376,-6.6203,14165
-1.3201,-0.65095,-11.599,-12.525,14166
9.7348,10.634,-5.6437,-8.0349,14167
8.9011,12.189,-1.151,-10.159,14168
2.3565,2.7804,-3.1563,-12.884,14169
2.6925,6.5623,-4.0138,-10.821,14170
1.1106,0.65247,-4.7044,-9.1086,14171
12.809,11.842,5.824,2.006,14172
-3.2643,-5.2436,-5.3388,-8.0811,14173
9.1279,7.6,7.1427,-1.8297,14174
9.5465,2.319,13.141,2.339,14175
19.546,15.552,21.945,14.87,14176
4.476,-3.8519,-4.0262,-1.8738,14177
6.7752,8.1252,-5.2747,-2.7237,14178
-2.9256,-2.6337,-16.28,-15.122,14179
6.0674,6.2242,-4.3864,-4.6909,14180
-3.3722,-5.6913,-15.039,-11.311,14181
-6.8838,-1.8696,-22.742,-13.876,14182
-0.93979,4.3921,-22.089,-16.123,14183
-5.5441,0.59466,-16.766,-12.021,14184
1.738,5.997,-8.9846,-1.0044,14185
5.7643,3.7085,-4.3934,2.5801,14186
1.2841,8.1375,-9.2338,-4.0618,14187
4.4418,4.7772,-10.335,-5.695,14188
19.277,18.06,4.1511,8.3124,14189
7.1119,5.0152,0.28422,3.5097,14190
13.345,15.191,10.651,10.811,14191
4.6514,3.8517,-0.8085,-2.6732,14192
13.652,19.575,4.5084,-5.9246,14193
1.5492,-2.8372,-8.6745,-16.222,14194
7.0643,9.7219,-2.9027,-7.42,14195
-6.4842,0.11364,-13.328,-18.465,14196
0.32347,4.3959,-1.8075,-8.5559,14197
6.5801,4.9731,2.6629,-4.4515,14198
14.175,7.1769,15.972,12.571,14199
22.522,9.7032,26.187,29.131,14200
17.621,0.24476,25.38,28.422,14201
27.017,16.467,38.069,33.708,14202
26.1,13.231,39.195,31.695,14203
19.406,13.15,27.797,22.1,14204
6.0653,0.23913,18.501,17.269,14205
9.4172,5.1236,22.172,19.654,14206
-8.2761,-11.057,-0.18279,-0.55402,14207
9.3195,7.4344,8.2829,9.381,14208
5.6863,-7.1649,2.9067,3.9417,14209
-1.5209,-1.4199,2.5785,-2.4052,14210
-19.039,-14.426,-22.921,-25.989,14211
-10.08,-9.1851,-14.465,-15.755,14212
-4.4371,-7.3124,-6.2854,-6.9122,14213
17.242,11.239,16.039,19.164,14214
23.761,17.844,22.61,27.993,14215
14.714,8.2142,16.619,23.52,14216
16.465,5.067,19.47,25.741,14217
9.0891,1.007,16.673,22.507,14218
11.679,8.7107,13.421,19.367,14219
0.81396,-3.7773,-0.88562,8.0371,14220
-3.8964,2.6942,-6.2491,2.7825,14221
-15.684,-14.621,-20.203,-15.854,14222
-18.207,-6.8582,-30.672,-29.881,14223
-30.343,-17.997,-51.179,-47.298,14224
-10.445,-1.4126,-27.207,-23.474,14225
-17.391,-20.54,-23.285,-15.421,14226
-5.6946,-6.5734,-4.7314,3.0192,14227
-7.3682,-4.15,-7.4085,-5.2298,14228
0.67968,0.1189,-1.1117,0.1365,14229
7.9063,-0.36495,-2.166,7.1767,14230
9.4406,4.3964,2.1841,13.35,14231
11.856,4.1339,9.3216,16.092,14232
8.8428,-2.4119,14.744,15.486,14233
-3.7358,-7.5848,6.3034,6.559,14234
-16.518,-23.008,-12.976,-9.2438,14235
-7.7881,-7.3489,-20.065,-14.062,14236
-23.421,-24.692,-32.366,-24.528,14237
-13.086,-16.755,-8.9683,1.6871,14238
-6.9892,-18.73,-2.8549,9.86,14239
-6.7197,-11.169,-1.546,-1.2359,14240
-12.713,-20.356,-3.6956,-6.3476,14241
6.4595,2.7395,8.5892,6.9799,14242
-5.8302,-15.066,-6.2731,-2.8534,14243
2.5172,-3.2371,6.6444,12.95,14244
-0.40038,-4.2994,-1.7536,3.1045,14245
4.0677,-2.5722,4.3963,4.5838,14246
5.436,-3.4692,8.0822,3.9538,14247
2.458,-0.35402,5.2125,5.4699,14248
4.3655,8.0146,6.9866,12.817,14249
1.1324,-1.874,8.8184,13.674,14250
0.35765,-0.36716,10.15,9.852,14251
-19.62,-18.853,-10.41,-12.38,14252
-16.952,-8.5719,-10.561,-15.324,14253
-19.784,-18.266,-13.898,-16.984,14254
-4.9958,-5.7043,-2.9199,-1.7624,14255
-0.84428,-4.1334,-2.2148,0.29669,14256
12.935,17.004,4.8152,2.2485,14257
0.39126,2.683,-7.8468,-4.4921,14258
7.7706,12.198,-1.12,5.1327,14259
-2.0353,-0.36871,-15.342,-8.0979,14260
-2.5812,5.7545,-13.899,-8.4003,14261
4.9719,7.4508,-5.7314,-6.1187,14262
18.191,10.94,21.207,17.487,14263
21.045,15.68,39.06,31.72,14264
13.703,8.1437,33.46,24.162,14265
9.2244,0.6164,19.947,11.13,14266
-1.3992,-5.5229,5.8142,3.4966,14267
-5.6359,3.2731,0.97852,0.35019,14268
-19.577,-12.374,-12.022,-15.648,14269
-13.01,0.72227,-10.063,-15.621,14270
-30.014,-16.836,-27.735,-31.084,14271
-18.452,1.2218,-23.295,-27.802,14272
-19.561,-9.289,-36.611,-35.841,14273
-11.018,8.3713,-33.553,-32.654,14274
-8.6451,7.5212,-28.643,-33.27,14275
6.4474,18.318,-6.547,-17.353,14276
6.6873,9.3119,-0.36039,-15.111,14277
13.005,9.3844,17.806,1.422,14278
9.0797,6.8356,17.333,1.9189,14279
9.8357,2.5992,17.25,3.7851,14280
14.888,8.0528,17.851,10.216,14281
7.0766,-0.43832,13.617,10.988,14282
5.5094,1.3683,17.391,8.8635,14283
-2.3984,-8.0828,8.6403,-4.4494,14284
-3.2491,-2.5844,7.5253,-6.5202,14285
-10.5,-11.271,-2.421,-9.1361,14286
5.3906,9.0049,4.9071,8.653,14287
-14.12,-12.443,-22.705,-14.232,14288
-6.9965,6.088,-20.378,-14.231,14289
-12.872,-5.1547,-25.929,-17.637,14290
-7.6411,5.6764,-20.668,-11.658,14291
-8.5492,2.3247,-22.366,-14.899,14292
-1.7209,6.8231,-10.23,-7.5564,14293
-6.9813,0.50419,-1.9838,-3.5719,14294
-0.91778,6.0832,12.122,10.433,14295
2.4585,5.0171,12.718,10.049,14296
-1.4654,-2.0222,11.341,6.5809,14297
-8.4278,-4.8745,4.1229,2.7585,14298
-5.1829,-7.2065,8.9943,7.0323,14299
8.743,18.226,18.21,10.973,14300
-3.0943,0.40858,1.0994,-4.6285,14301
15.924,14.23,15.778,15.299,14302
8.6195,0.48284,5.2866,8.8786,14303
7.3513,7.5622,1.7277,5.5299,14304
-11.342,-10.097,-11.769,-10.741,14305
-9.5224,-2.5739,-5.9499,-11.049,14306
-16.723,-9.4095,-8.8981,-13.695,14307
-5.1625,5.1487,6.0416,-0.046417,14308
-15.162,-6.706,-6.5392,-11.073,14309
-12.044,-2.7042,-0.60809,-2.9242,14310
-7.2906,0.24429,1.3512,-0.15663,14311
-3.446,3.8758,8.6718,0.79632,14312
-2.3634,8.1094,9.5911,0.75616,14313
-2.785,4.6985,1.4847,-4.8049,14314
-1.448,6.3262,-5.5401,-12.014,14315
-6.723,-4.2898,-10.287,-12.964,14316
4.6358,10.958,3.2036,-0.32731,14317
-11.726,-8.1467,-9.0435,-11.029,14318
-0.94721,3.671,0.98234,-6.3436,14319
-8.4839,-10.397,-3.0923,-17.13,14320
-5.2242,2.6486,4.3721,-9.9817,14321
-16.882,-10.22,-2.9985,-15.665,14322
-6.0405,3.0394,4.5481,-10.99,14323
-4.4864,2.3264,1.7651,-8.9333,14324
4.2704,7.4153,11.503,1.0816,14325
5.3365,10.869,9.4175,-2.8441,14326
-1.7543,4.659,6.9678,-2.9213,14327
6.4192,13.425,12.062,3.8095,14328
-5.4014,8.9281,1.9445,-1.3627,14329
-5.0599,11.308,2.8626,4.5689,14330
-2.1215,3.7046,3.341,8.4902,14331
3.5832,16.706,8.6023,9.7288,14332
-7.6571,2.0042,-5.9458,-4.5234,14333
6.1583,14.556,5.2633,8.6069,14334
-0.28294,-12.33,15.436,18.605,14335
14.544,2.7112,35.362,33.176,14336
22.977,3.5284,38.057,39.839,14337
26.004,-0.59104,39.673,45.243,14338
22.472,7.0521,16.949,23.521,14339
-3.2127,-7.8205,-13.969,-5.8836,14340
-13.369,-3.2158,-25.5,-17.041,14341
-29.756,-12.074,-43.425,-34.655,14342
-20.835,0.14244,-31.982,-26.419,14343
-17.457,-13.324,-15.531,-11.852,14344
1.4152,7.4029,5.2607,8.6955,14345
-1.0514,-1.0848,2.2974,8.7027,14346
3.2505,1.8853,16.846,18.01,14347
3.2579,-7.9741,15.838,15.642,14348
28.738,16.601,38.641,40.949,14349
29.781,15.709,32.879,37.881,14350
30.359,11.361,34.622,39.295,14351
35.153,13.043,38.046,44.238,14352
26.933,11.721,27.852,32.109,14353
14.054,10.686,11.137,13.644,14354
-3.6426,-6.4179,-9.8523,-6.5694,14355
-2.8693,-2.8054,-14.436,-12.473,14356
-10.523,-14.661,-17.064,-12.224,14357
-6.9838,-6.458,-12.935,-8.5355,14358
-12.454,-17.943,-12.78,-10.289,14359
3.3318,-2.2787,9.0586,11.098,14360
-3.9251,-16.736,0.5586,7.4231,14361
14.948,7.5156,23.868,31.967,14362
1.3127,-7.0938,9.9294,20.134,14363
0.1866,-6.2391,6.535,20.564,14364
9.9631,-2.6674,17.046,30.677,14365
24.391,6.8126,25.922,37.391,14366
22.215,5.3765,15.351,27.943,14367
21.301,13.494,17.673,29.839,14368
16.534,9.4065,7.809,20.891,14369
7.189,0.53783,-5.0211,5.3305,14370
5.9982,13.428,-13.787,-7.1994,14371
2.6678,6.5176,-14.548,-8.9626,14372
13.647,10.148,2.7275,0.91838,14373
-8.9365,-13.554,-8.6495,-17.313,14374
-6.3041,1.3043,0.29696,-6.6441,14375
-13.863,-11.018,-7.8178,-8.2161,14376
-17.451,-8.524,-22.825,-21.053,14377
-25.711,-24.096,-35.124,-29.279,14378
-19.42,-14.054,-17.629,-12.97,14379
-29.072,-20.923,-27.427,-21.316,14380
-12.429,-3.7592,-8.583,2.2591,14381
-15.412,-7.2972,-13.603,1.2563,14382
-10.218,0.59875,-10.628,4.0896,14383
0.4559,6.5132,-2.2963,7.5581,14384
2.6618,10.156,-4.2224,-2.0105,14385
1.8835,12.829,-7.3911,-8.4926,14386
-13.392,-6.1225,-20.262,-15.977,14387
-19.941,-4.4701,-30.918,-25.444,14388
-21.381,-4.5813,-31.149,-27.467,14389
-16.173,3.3929,-28.157,-29.826,14390
-30.198,-19.686,-42.588,-45.416,14391
-12.105,0.4307,-18.445,-19.068,14392
-18.508,-18.277,-16.746,-15.142,14393
-5.5894,-2.453,-3.1993,-1.8291,14394
-1.8219,-11.196,-2.2028,-1.3114,14395
20.283,2.7976,22.099,22.631,14396
25.881,6.4949,24.567,27.199,14397
30.8,12.002,24.036,26.298,14398
24.618,7.4785,13.439,10.132,14399
18.004,-2.388,11.664,6.0478,14400
24.017,4.4739,18.666,11.846,14401
16.745,1.7282,10.665,5.783,14402
3.9451,-4.1714,-8.081,-11.847,14403
-10.667,-27.636,-14.168,-17.506,14404
4.6051,-10.322,-6.7554,-6.3019,14405
11.636,3.9697,-18.177,-17.193,14406
13.666,16.508,-19.722,-21.347,14407
-2.8803,-6.3666,-32.257,-34.401,14408
10.864,9.1697,-10.428,-15.028,14409
12.74,0.1168,-10.268,-14.722,14410
20.926,10.872,-4.6114,-10.001,14411
24.748,15.502,-0.16909,-7.7685,14412
41.541,31.328,21.107,9.7707,14413
33.554,18.953,17.371,6.534,14414
37.548,26.559,24.708,14.44,14415
31.673,25.269,8.9577,-0.45389,14416
16.987,10.968,-5.6813,-13.977,14417
-1.7858,5.2924,-16.698,-28.127,14418
-26.098,-14.773,-34.535,-42.979,14419
-29.019,-12.535,-37.913,-43.995,14420
-49.539,-26.574,-62.493,-66.14,14421
-36.379,-9.6317,-51.983,-53.617,14422
-28.958,-18.398,-36.877,-37.409,14423
-21.661,-11.368,-23.709,-22.556,14424
-20.752,-19.79,-23.633,-20.256,14425
2.2334,-2.9892,-1.0818,3.6333,14426
3.1373,-10.32,-6.6919,5.2584,14427
13.982,0.14853,4.2881,17.63,14428
12.186,-6.797,10.192,24.245,14429
21.988,4.4662,26.707,38.083,14430
16.225,-2.9465,18.251,25.58,14431
13.406,-6.5106,15.236,21.34,14432
5.4884,-7.8917,4.6263,7.6175,14433
-6.5319,-17.191,-2.2127,-1.8795,14434
-1.1401,-7.2105,5.5653,3.9477,14435
-3.7727,-8.8583,2.868,3.6089,14436
6.3813,0.65967,11.45,10.544,14437
4.3803,-4.3602,4.9582,8.425,14438
11.879,15.163,3.1383,11.664,14439
6.4009,4.2754,-2.453,8.8958,14440
16.292,19.23,14.468,24.262,14441
3.6874,3.0449,3.6818,9.2792,14442
11.31,13.038,15.929,18.696,14443
-5.1664,1.8019,3.8153,6.8175,14444
-1.9993,7.9147,9.6019,12.83,14445
4.8381,0.30851,15.779,19.851,14446
19.443,10.756,39.611,37.965,14447
0.5223,-12.22,30.384,26.901,14448
4.5127,3.3931,18.52,13.339,14449
28.413,44.635,20.283,11.939,14450
9.0674,12.365,8.1179,5.4813,14451
12.986,12.496,13.272,13.71,14452
8.3016,-0.045891,6.1572,7.4211,14453
0.66482,-3.2382,-0.91267,-1.0853,14454
-12.188,-12.068,-10.352,-10.244,14455
0.88132,5.6138,8.0092,1.8747,14456
-8.7431,-13.229,2.1025,-5.192,14457
9.0184,7.1561,23.779,15.549,14458
2.316,-6.9093,20.379,12.292,14459
4.2992,-2.6625,22.83,19.978,14460
4.7124,-5.3999,25.822,23.156,14461
2.9761,-4.3258,30.765,26.105,14462
-16.934,-13.225,8.9522,1.2627,14463
-15.907,-10.57,-0.54401,-8.6366,14464
-4.2149,-2.1025,-4.682,-6.8067,14465
-10.597,-9.8702,-14.55,-14.982,14466
-7.8475,0.032265,-14.154,-15.189,14467
-10.779,-4.7433,-16.987,-17.448,14468
-6.2054,-0.070972,-15.083,-18.975,14469
-10.611,-13.793,-16.064,-19.535,14470
3.2947,1.8405,-2.5109,-1.7426,14471
-2.1871,-9.0051,-7.7284,-1.3592,14472
6.4127,7.2614,2.7399,7.5624,14473
-3.2523,-6.9038,-5.8056,-2.6236,14474
4.4907,3.6584,9.3034,6.0453,14475
-8.5006,-3.1906,-2.742,-9.0118,14476
-10.436,-3.3799,-2.5101,-4.6477,14477
-8.7372,-3.1159,-4.4336,-4.7269,14478
-14.059,-2.2466,-7.7769,-10.914,14479
-22.588,-9.2767,-12.792,-19.242,14480
-15.221,-5.3776,-1.1687,-9.2262,14481
-14.001,-5.1954,4.052,-1.8595,14482
-13.783,-13.983,3.4045,-1.2638,14483
-4.751,-2.5206,7.328,-2.2097,14484
-12.663,-6.444,1.8953,-7.4707,14485
2.9742,6.5547,13.039,4.2314,14486
1.5922,-3.97,3.6012,-3.1325,14487
13.137,12.903,11.923,5.3645,14488
6.6821,-1.8722,5.9012,4.3655,14489
10.369,7.7845,12.091,13.998,14490
-7.9387,-6.3833,-3.299,-1.0652,14491
-6.8597,-2.6417,0.45451,-0.10142,14492
-13.074,-12.824,-5.599,-5.1078,14493
-1.182,1.0777,7.1274,7.6292,14494
0.91285,1.7357,5.7346,2.117,14495
-2.611,2.2473,5.8368,-1.5774,14496
-6.6584,0.050008,1.9391,-6.0978,14497
-14.689,-5.2697,-7.6254,-12.36,14498
1.5537,13.319,2.4948,-2.008,14499
0.57207,3.1193,-0.012975,-3.3106,14500
3.366,10.196,0.48249,-2.8941,14501
-6.608,-1.64,-5.1225,-1.8501,14502
-5.5178,6.8818,-5.7118,2.2645,14503
-8.3067,-3.2594,-19.897,-7.9418,14504
0.80867,8.4864,-2.6012,9.1837,14505
-2.6971,-3.7599,12.151,19.894,14506
12.033,11.194,31.031,35.685,14507
4.0833,2.6648,21.05,26.383,14508
11.72,6.8362,31.711,30.992,14509
11.045,1.7524,25.758,22.39,14510
17.348,8.0082,28.613,30.167,14511
16.277,10.911,21.874,25.408,14512
9.1068,6.5998,10.246,14.722,14513
10.751,9.6629,10.735,13.515,14514
17.372,8.9316,26.75,27.634,14515
19.764,9.298,36.035,34.908,14516
2.5134,-10.171,19.553,22.712,14517
-0.82218,-5.2597,13.849,18.966,14518
-16.589,-18.981,-0.063551,4.3973,14519
-10.023,-7.6061,9.717,12.567,14520
-22.186,-21.7,-6.1162,-0.24443,14521
-16.376,-8.661,-4.9495,2.6644,14522
-11.717,-18.704,-2.1931,2.0381,14523
8.7786,0.48291,24.516,23.198,14524
4.445,-3.1802,25.463,27.423,14525
19.957,4.7079,38.23,40.55,14526
12.809,-1.9827,28.106,26.846,14527
14.286,5.3253,30.92,34.215,14528
11.653,6.7226,21.406,29.793,14529
-14.016,-13.739,-6.2307,3.4231,14530
-19.101,-11.436,-16.047,-9.2765,14531
-28.761,-23.366,-30.595,-27.25,14532
-19.528,-15.175,-24,-17.977,14533
-14.48,-17.024,-18.195,-10.948,14534
-4.7902,0.76297,-8.0817,-8.2025,14535
-20.485,-16.222,-26.103,-31.12,14536
-13.11,-3.816,-23.72,-29.245,14537
-18.524,-16.468,-32.485,-28.496,14538
-1.1261,3.0223,-14.77,-7.1859,14539
-0.16123,-0.092444,-14.311,-6.5444,14540
0.51113,5.4802,-8.5743,-4.3283,14541
-16.77,-6.761,-26.044,-19.589,14542
-4.3311,2.2416,-8.9723,0.0081625,14543
-9.0536,-5.7659,-11.761,-4.7973,14544
-14.78,-11.126,-18.748,-15.43,14545
1.3259,4.6424,-3.119,-3.3783,14546
-2.8943,-5.4073,-7.0616,-6.1658,14547
-2.145,6.4755,-10.943,-12.997,14548
-12.786,-3.6177,-24.486,-29.335,14549
0.035805,10.471,-17.737,-25.896,14550
-5.4336,-2.7526,-26.693,-35.106,14551
-0.44621,9.1882,-22.554,-25.048,14552
-9.4769,-0.3375,-33.312,-34.054,14553
-0.61842,12.552,-21.323,-26.555,14554
-12.884,-4.5484,-31.769,-38.993,14555
-7.584,6.2581,-24.477,-35.623,14556
-14.083,-2.822,-35.061,-35.071,14557
4.3923,10.666,-10.725,-9.1195,14558
12.204,10.929,1.4399,1.9178,14559
5.0689,-0.86068,-9.9938,-4.9306,14560
-5.2623,-2.2315,-26.545,-21.933,14561
-11.317,-7.0678,-28.419,-31.855,14562
3.3171,6.007,-12.382,-20.812,14563
5.8627,-0.039346,-9.1976,-13.507,14564
21.145,16.075,3.9603,-0.087363,14565
9.4213,0.72535,-6.3791,-12.553,14566
15.406,11.998,2.3195,-5.5718,14567
10.275,-3.8866,1.842,5.2012,14568
11.309,6.8009,12.663,21.732,14569
8.104,2.0676,7.8715,20.301,14570
9.2574,11.313,6.8692,16.843,14571
-5.8075,-3.3696,-11.56,-6.6101,14572
11.067,5.0947,0.49866,5.425,14573
5.658,2.2047,-9.8065,1.4938,14574
10.11,7.801,-2.78,6.8727,14575
12.373,12.774,4.0984,0.11498,14576
2.7229,4.2618,-2.1,-13.897,14577
3.0442,6.8087,-7.6591,-13.772,14578
-2.0427,2.8777,-14.205,-14.459,14579
5.6319,7.6103,-2.2335,-3.2269,14580
9.8762,3.8743,1.6305,-3.8442,14581
9.6817,9.8943,1.82,-4.8785,14582
-4.5135,-7.1879,-10.482,-9.6487,14583
6.1155,12.797,-1.8882,2.7494,14584
1.6179,-1.3304,0.53111,8.2809,14585
12.378,10.843,15.834,18.991,14586
-0.91545,0.1741,3.0041,-3.5785,14587
7.3411,10.828,13.718,1.5172,14588
3.0363,2.3461,6.7452,-6.6767,14589
15.195,20.415,10.138,-4.0609,14590
12.718,17.906,7.7479,-1.8776,14591
12.278,10.102,11.278,0.67847,14592
8.8948,12.065,1.9605,-12.153,14593
-3.0477,2.2019,-9.1614,-20.862,14594
6.2417,14.841,-3.6677,-13.047,14595
8.1103,5.271,4.9166,-4.1481,14596
20.96,15.829,28.761,18.058,14597
10.676,9.0445,22.051,14.598,14598
11.095,13.05,16.855,13.646,14599
2.5718,-1.6761,12.441,13.877,14600
11.033,10.756,27.235,30.565,14601
4.9117,-6.7068,20.669,18.163,14602
12.639,0.26328,29.933,23.692,14603
-2.1861,-12.171,11.506,10.572,14604
4.7699,4.9259,11.718,13.294,14605
-5.3308,-3.9151,-3.5464,-3.0021,14606
-5.3926,-2.9364,-5.168,-8.2237,14607
2.9236,7.1693,-0.52756,0.27253,14608
0.17348,-0.34765,-2.3621,0.014561,14609
0.96589,-1.6914,-2.9536,-2.6874,14610
-2.194,-5.3172,-8.1146,-3.8387,14611
-3.3617,5.4912,-8.4717,-4.9823,14612
-13.463,-6.7527,-0.46781,-3.6754,14613
-0.83663,0.0091382,25.841,15.227,14614
-5.8649,-18.294,17.18,10.785,14615
-1.4748,-12.364,9.4761,4.2924,14616
-11.041,-21.008,0.67522,-4.5338,14617
3.171,-0.7869,21.265,17.874,14618
-6.4369,-19.372,8.9639,9.1874,14619
-2.6046,-9.6507,13.802,16.393,14620
